I,II,III,IV,V,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Temperature, K","Viscosity, cP",Reference (DOI),Component#1_SMILES,Component#2_SMILES
0,0,0,0,1,imidazole,monoethanolamine,0.167,0.833,308.15,12.4,10.1016/j.jmgm.2022.108319,C1=CN=CN1,C(CO)N
0,0,0,0,1,l-menthol,lauric acid,0.75,0.25,313.15,12.4,10.1021/acssuschemeng.8b01203,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCCCC(=O)O
0,0,0,0,1,l-menthol,phenol,0.7,0.3,313.15,12.4,10.1016/j.molliq.2023.121258,CC1CCC(C(C1)O)C(C)C,C1=CC=C(C=C1)O
0,0,0,0,1,l-menthol,dodecanoic acid,0.75,0.25,313.15,12.4,http://pubs.acs.org/journal/acscii,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCCCC(=O)O
0,0,0,0,1,thymol,10-undecylenic acid,0.25,0.75,298.15,12.4,10.1016/j.chroma.2018.07.070,CC1=CC(=C(C=C1)C(C)C)O,C=CCCCCCCCCC(=O)O
0,0,0,0,1,thymol,10-undecylenic acid,0.25,0.75,298,12.4,http://pubs.acs.org/journal/acscii,CC1=CC(=C(C=C1)C(C)C)O,C=CCCCCCCCCC(=O)O
0,0,0,0,1,trioctylphosphine oxide,capric acid,0.5,0.5,328.15,12.4,10.1016/j.seppur.2020.116692,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,CCCCCCCCCC(=O)O
0,0,0,0,1,trioctylphosphine oxide,decanoic acid,0.5,0.5,328.15,12.4,http://pubs.acs.org/journal/acscii,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,CCCCCCCCCC(=O)O
0,0,1,0,0,allyl triphenyl phosphonium bromide,diethylene glycol,0.059,0.941,328.15,12.43,10.1016/j.molliq.2017.06.024,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
0,0,1,0,0,allyltriphenylphosphonium bromide,diethylene glycol,0.059,0.941,328.15,12.43,10.1016/j.molliq.2017.06.024,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCO)O
0,0,0,0,1,thymol,lauric acid,0.55,0.45,303.15,12.43,10.1021/acssuschemeng.8b01203,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCC(=O)O
0,0,0,0,1,thymol,dodecanoic acid,0.55,0.45,303.15,12.43,http://pubs.acs.org/journal/acscii,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCC(=O)O
0,0,0,0,1,trioctylphosphine oxide,lauric acid,0.5,0.5,333.15,12.49,10.1016/j.seppur.2020.116692,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC(=O)O
0,0,0,0,1,trioctylphosphine oxide,dodecanoic acid,0.5,0.5,333.15,12.49,http://pubs.acs.org/journal/acscii,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,CCCCCCCCCCCC(=O)O
0,0,1,0,0,choline chloride,p-cresol,0.25,0.75,343.15,12.52,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O
0,0,0,0,1,l-menthol,carvacrol,0.1,0.9,308.15,12.52,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CC1=C(C=C(C=C1)C(C)C)O
0,0,0,0,1,dl-menthol,octanoic acid,0.5,0.5,298.15,12.54,10.1016/j.seppur.2019.115703,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
0,0,0,0,1,thymol,l-borneol,0.5,0.5,328.15,12.56,http://pubs.acs.org/journal/acscii,CC1=CC(=C(C=C1)C(C)C)O,CC1(C2CCC1(C(C2)O)C)C
0,0,0,0,1,l-menthol,d-camphor,0.5,0.5,308.15,12.59,http://pubs.acs.org/journal/acscii,CC1CCC(C(C1)O)C(C)C,CC1(C2CCC1(C(=O)C2)C)C
0,0,1,0,0,choline chloride,m-cresol,0.2,0.8,333.15,12.6,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O
0,0,1,0,1,choline chloride,urea,0.077,0.154,313.15,12.6,10.1016/j.jiec.2022.04.015,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
0,0,0,0,1,fenchyl alcohol,dl-menthol,0.5,0.5,333.15,12.6,10.1016/j.foodchem.2021.131930,CC1(C2CCC(C2)(C1O)C)C,CC1CCC(C(C1)O)C(C)C
0,0,0,0,1,thymol,undecanoic acid,0.5,0.5,298.15,12.6,10.1016/j.jhazmat.2021.127972,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCC(=O)O
0,0,1,0,0,triethylmethylammonium chloride,ethylene glycol,0.333,0.667,328.15,12.61,10.1039/C6NJ03140D,CC[N+](C)(CC)CC.[Cl-],C(CO)O
0,0,0,0,1,l-menthol,stearic acid,0.9,0.1,318.15,12.62,10.1021/acssuschemeng.8b01203,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCCCCCCCCCC(=O)O
0,0,0,0,1,l-menthol,octadecanoic acid,0.9,0.1,318.15,12.62,http://pubs.acs.org/journal/acscii,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCCCCCCCCCC(=O)O
0,0,1,0,0,choline chloride,m-cresol,0.1,0.9,313.15,12.65,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O
0,0,1,0,0,choline chloride,o-cresol,0.2,0.8,333.15,12.66,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O
0,0,1,0,1,choline chloride,glycerol,0.199,0.399,343.15,12.69,10.1016/j.fluid.2014.01.028,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,1,0,0,choline chloride,ethylene glycol,0.273,0.545,313.15,12.7,10.1016/j.molliq.2016.10.115,C[N+](C)(C)CCO.[Cl-],C(CO)O
0,0,1,0,0,choline chloride,ethylene glycol,0.321,0.643,333.15,12.7,10.1016/j.molliq.2016.10.115,C[N+](C)(C)CCO.[Cl-],C(CO)O
0,0,1,0,1,guanidinecarbonate,dl-malic acid,0.104,0.052,338.2,12.7,10.1021/acs.jced.6b00680,C(=N)(N)N.C(=N)(N)N.C(=O)(O)O,C(C(C(=O)O)O)C(=O)O
0,0,1,0,0,triethylammonium chloride,4-methylphenol,0.25,0.75,353.15,12.7,10.1016/j.arabjc.2021.103512,CCN(CC)CC.Cl,CC1=CC=C(C=C1)O
0,0,1,0,0,trimethylamine hydrochloride,levulinic acid,0.25,0.75,333.15,12.7,10.1016/j.molliq.2016.07.039,CN(C)C.Cl,CC(=O)CCC(=O)O
0,0,0,0,1,thymol,d-camphor,0.5,0.5,308.15,12.72,http://pubs.acs.org/journal/acscii,CC1=CC(=C(C=C1)C(C)C)O,CC1(C2CCC1(C(=O)C2)C)C
0,0,0,0,1,l-menthol,phenylbutyric acid,0.49,0.51,313.15,12.73,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,C1=CC=C(C=C1)CCCC(=O)O
0,0,0,0,1,dl-menthol,capric acid,0.5,0.5,303.15,12.75,10.1016/j.seppur.2019.115703,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O
0,0,0,0,1,l-menthol,caprylic acid,0.49,0.51,298.15,12.75,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CCCCCCCC(=O)O
0,0,0,1,0,alcl3,urea,0.6,0.4,363,12.77,10.1016/j.molliq.2017.09.091,[Al](Cl)(Cl)Cl,C(=O)(N)N
1,0,0,0,0,alcl3,"n-benzyl-n,n-dibutylbutan-1-aminium chloride",0.667,0.333,298,12.8,10.13140/RG.2.2.13424.10245,[Al](Cl)(Cl)Cl,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-]
0,0,0,0,1,imidazole,monoethanolamine,0.143,0.857,308.15,12.8,10.1016/j.jmgm.2022.108319,C1=CN=CN1,C(CO)N
0,0,0,0,1,l-histidine,decanoic acid,0.333,0.667,293.15,12.8,10.1016/j.jcou.2022.102217,C1=C(NC=N1)CC(C(=O)O)N,CCCCCCCCCC(=O)O
0,0,1,0,0,choline chloride,o-cresol,0.1,0.9,308.15,12.81,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O
0,0,1,0,0,choline chloride,"1,3-propanediol",0.143,0.857,333.15,12.83,10.1021/acs.jced.0c00715,C[N+](C)(C)CCO.[Cl-],C(CO)CO
0,0,1,0,0,choline chloride,"1,3-propanediol",0.14,0.86,333.15,12.83,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C(CO)CO
0,0,1,0,0,choline chloride,p-cresol,0.125,0.875,318.15,12.84,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O
0,0,1,0,0,choline chloride,m-cresol,0.25,0.75,343.15,12.87,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O
0,0,0,0,1,l-menthol,lauric acid,0.8,0.2,313.15,12.88,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCCCC(=O)O
0,0,0,0,1,capric acid,lauric acid,0.667,0.333,293.15,12.89,10.1021/acssuschemeng.7b04235,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O
0,0,0,0,1,decanoic acid,dodecanoic acid,0.667,0.333,293.15,12.89,http://pubs.acs.org/journal/acscii,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O
0,0,1,0,0,tetrapropylammonium chloride,acetic acid,0.24,0.76,333.15,12.89,http://pubs.acs.org/journal/acscii,CCC[N+](CCC)(CCC)CCC.[Cl-],CC(=O)O
0,0,1,0,0,diethylammonium chloride,phenol,0.25,0.75,333.15,12.9,10.1016/j.arabjc.2021.103512,CC[NH2+]CC.[Cl-],C1=CC=C(C=C1)O
0,0,1,0,0,tetraethylammonium chloride,acetic acid,0.333,0.667,328.15,12.93,10.1039/C6NJ03140D,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
0,0,0,0,1,l-menthol,phenylbutyric acid,0.7,0.3,313.15,12.94,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,C1=CC=C(C=C1)CCCC(=O)O
0,0,1,0,0,choline chloride,phenylacetic acid,0.2,0.8,363.15,13,10.1002/ceat.201600475,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)CC(=O)O
0,0,0,0,1,lactic acid,d-glucose,0.833,0.167,353,13,10.1016/j.fluid.2019.01.025,CC(C(=O)O)O,C(C1C(C(C(C(O1)O)O)O)O)O
0,0,0,1,0,potassium carbonate,ethylene glycol,0.11,0.89,343.15,13,http://pubs.acs.org/journal/acscii,C(=O)([O-])[O-].[K+].[K+],C(CO)O
0,0,0,0,1,thymol,10-undecylenic acid,0.6,0.4,298.15,13,10.1016/j.chroma.2018.07.070,CC1=CC(=C(C=C1)C(C)C)O,C=CCCCCCCCCC(=O)O
0,0,0,0,1,thymol,decanoic acid,0.6,0.4,298.15,13,http://pubs.acs.org/journal/acscii,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCC(=O)O
0,0,1,0,0,choline chloride,"1,2-propanediol",0.167,0.833,333.15,13.04,10.1021/acs.jced.0c00715,C[N+](C)(C)CCO.[Cl-],CC(CO)O
0,0,1,0,0,choline chloride,"1,2-propanediol",0.17,0.83,323.15,13.04,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],CC(CO)O
0,0,0,0,1,l-menthol,phenol,0.75,0.25,313.15,13.04,10.1016/j.molliq.2023.121258,CC1CCC(C(C1)O)C(C)C,C1=CC=C(C=C1)O
0,0,0,0,1,l-menthol,thymol,0.51,0.49,313.15,13.05,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O
0,0,0,0,1,l-menthol,phenol,0.4,0.6,303.15,13.06,10.1016/j.molliq.2023.121258,CC1CCC(C(C1)O)C(C)C,C1=CC=C(C=C1)O
0,0,0,0,1,thymol,10-undecylenic acid,0.333,0.667,298.15,13.1,10.1016/j.chroma.2018.07.070,CC1=CC(=C(C=C1)C(C)C)O,C=CCCCCCCCCC(=O)O
0,0,0,0,1,thymol,10-undecylenic acid,0.33,0.67,298,13.1,http://pubs.acs.org/journal/acscii,CC1=CC(=C(C=C1)C(C)C)O,C=CCCCCCCCCC(=O)O
0,0,0,0,1,l-menthol,phenylbutyric acid,0.6,0.4,313.15,13.11,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,C1=CC=C(C=C1)CCCC(=O)O
0,0,0,0,1,dl-menthol,l-lactic acid,0.333,0.667,338.15,13.12,10.1021/acssuschemeng.5b00532,CC1CCC(C(C1)O)C(C)C,CC(C(=O)O)O
0,0,0,0,1,dl-menthol,l-lactic acid,0.1,0.9,328.15,13.12,http://pubs.acs.org/journal/acscii,CC1CCC(C(C1)O)C(C)C,CC(C(=O)O)O
0,0,0,0,1,lactic acid,l-menthol,0.5,0.5,338.15,13.12,10.1021/acssuschemeng.5b00532,CC(C(=O)O)O,CC1CCC(C(C1)O)C(C)C
0,0,0,0,1,l-menthol,carvacrol,0.38,0.62,313.15,13.14,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CC1=C(C=C(C=C1)C(C)C)O
0,0,1,0,0,choline chloride,o-cresol,0.25,0.75,343.15,13.17,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O
0,0,1,0,0,choline chloride,o-cresol,0.125,0.875,313.15,13.18,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O
0,0,0,0,1,l-cystine,hexanoic acid,0.333,0.667,293.15,13.2,10.1016/j.jcou.2022.102217,C(C(C(=O)O)N)SSCC(C(=O)O)N,CCCCCC(=O)O
0,0,0,0,1,thymol,10-undecylenic acid,0.5,0.5,298.15,13.2,10.1016/j.chroma.2018.07.070,CC1=CC(=C(C=C1)C(C)C)O,C=CCCCCCCCCC(=O)O
0,0,0,0,1,thymol,10-undecylenic acid,0.5,0.5,298,13.2,http://pubs.acs.org/journal/acscii,CC1=CC(=C(C=C1)C(C)C)O,C=CCCCCCCCCC(=O)O
0,0,0,1,0,alcl3,acetamide,0.6,0.4,353,13.22,10.1016/j.molliq.2017.09.091,[Al](Cl)(Cl)Cl,CC(=O)N
0,0,0,1,1,cerium nitrate,urea,0.125,0.833,353.15,13.22,10.1016/j.molliq.2022.119396,[Ce+3].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,C(=O)(N)N
0,0,1,0,0,choline chloride,"1,3-propanediol",0.167,0.833,333.15,13.25,10.1021/acs.jced.0c00715,C[N+](C)(C)CCO.[Cl-],C(CO)CO
0,0,1,0,0,choline chloride,"1,3-propanediol",0.17,0.83,333.15,13.25,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C(CO)CO
0,0,0,0,1,l-menthol,capric acid,0.7,0.3,308.15,13.25,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O
0,0,1,0,1,choline chloride,phenol,0.18,0.72,323.15,13.26,10.1016/j.fluid.2021.113290,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
0,0,1,0,0,allyl triphenyl phosphonium bromide,triethylene glycol,0.091,0.909,338.15,13.29,10.1016/j.molliq.2017.06.024,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
0,0,1,0,0,allyltriphenylphosphonium bromide,triethylene glycol,0.091,0.909,338.15,13.29,10.1016/j.molliq.2017.06.024,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
0,0,1,0,0,allyltriphenylphosphonium bromide,triethylene glycol,0.09,0.91,338.15,13.29,http://pubs.acs.org/journal/acscii,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
0,0,1,0,0,choline chloride,ethylene glycol,0.2,0.8,318.15,13.3,10.1021/acs.jced.0c00715,C[N+](C)(C)CCO.[Cl-],C(CO)O
0,0,1,0,1,choline chloride,phenol,0.175,0.525,313.15,13.3,10.1016/j.fluid.2021.113290,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
0,0,0,1,1,cerium nitrate,urea,0.167,0.778,363.15,13.33,10.1016/j.molliq.2022.119396,[Ce+3].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,C(=O)(N)N
0,0,0,0,1,acetamide,guanidine isothiocyanate,0.8,0.2,308.15,13.36,http://pubs.acs.org/journal/acscii,CC(=O)N,C(#N)[S-].C(=N)(N)N
0,0,1,0,0,choline chloride,phenol,0.167,0.833,313.15,13.4,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
0,0,0,0,1,dl-camphor,undecanoic acid,0.5,0.5,298.15,13.4,10.1016/j.jhazmat.2021.127972,CC1(C2CCC1(C(=O)C2)C)C,CCCCCCCCCCC(=O)O
0,0,1,0,0,choline chloride,o-cresol,0.143,0.857,318.15,13.41,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O
0,0,1,0,0,choline chloride,"1,3-propanediol",0.25,0.75,338.15,13.42,10.1021/acs.jced.0c00386,C[N+](C)(C)CCO.[Cl-],C(CO)CO
0,0,0,1,0,alcl3,acetamide,0.5,0.5,363,13.43,10.1016/j.molliq.2017.09.091,[Al](Cl)(Cl)Cl,CC(=O)N
0,0,1,0,0,allyl triphenyl phosphonium bromide,triethylene glycol,0.059,0.941,333.15,13.43,10.1016/j.molliq.2017.06.024,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
0,0,1,0,0,allyltriphenylphosphonium bromide,triethylene glycol,0.059,0.941,333.15,13.43,10.1016/j.molliq.2017.06.024,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],C(COCCOCCO)O
0,0,1,0,0,choline chloride,phenol,0.167,0.833,313.2,13.44,10.1021/je300997v,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
0,0,1,0,0,choline chloride,phenol,0.17,0.83,313.15,13.44,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
0,0,0,0,1,l-menthol,phenol,0.5,0.5,308.15,13.44,10.1016/j.molliq.2023.121258,CC1CCC(C(C1)O)C(C)C,C1=CC=C(C=C1)O
0,0,0,1,0,alcl3,butyramide,0.565,0.435,333,13.47,10.1016/j.molliq.2017.09.091,[Al](Cl)(Cl)Cl,CCCC(=O)N
0,0,0,1,0,alcl3,butyramide,0.6,0.4,333,13.48,10.1016/j.molliq.2017.09.091,[Al](Cl)(Cl)Cl,CCCC(=O)N
0,0,1,0,0,choline chloride,o-cresol,0.167,0.833,323.15,13.49,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC=CC=C1O
0,0,0,0,1,dl-menthol,1-tetradecanol,0.333,0.667,328.15,13.49,http://pubs.acs.org/journal/acscii,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCCCCCCO
0,0,1,0,0,choline chloride,p-cresol,0.1,0.9,313.15,13.5,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC=C(C=C1)O
0,0,1,0,0,choline chloride,triethylene glycol,0.167,0.833,338.15,13.5,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
0,0,1,0,1,choline chloride,phenol,0.12,0.48,303.15,13.5,10.1016/j.fluid.2021.113290,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
0,0,1,0,0,choline chloride,triethylene glycol,0.17,0.83,338.15,13.5,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C(COCCOCCO)O
0,0,0,0,1,dl-menthol,dl-camphor,0.5,0.5,313.15,13.5,10.1016/j.foodchem.2021.131930,CC1CCC(C(C1)O)C(C)C,CC1(C2CCC1(C(=O)C2)C)C
0,0,1,0,0,"n,n-diethylethanolammonium chloride",ethylene glycol,0.333,0.667,333.15,13.5,10.1016/j.jct.2013.05.041,CC(C)(C)NCCO.Cl,C(CO)O
1,0,0,0,0,zincchloride,"n-benzyl-n,n-dibutylbutan-1-aminium chloride",0.667,0.333,298,13.5,10.13140/RG.2.2.13424.10245,[Cl-].[Cl-].[Zn+2],CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-]
0,0,0,1,0,alcl3,acetamide,0.565,0.435,353,13.52,10.1016/j.molliq.2017.09.091,[Al](Cl)(Cl)Cl,CC(=O)N
0,0,1,0,0,choline chloride,m-cresol,0.167,0.833,323.15,13.55,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O
0,0,1,0,0,choline chloride,ethylene glycol,0.25,0.75,323.15,13.57,10.1021/acs.jced.0c00715,C[N+](C)(C)CCO.[Cl-],C(CO)O
0,0,0,0,1,coumarin,thymol,0.5,0.5,318.15,13.6,10.1016/j.foodchem.2021.131930,C1=CC=C2C(=C1)C=CC(=O)O2,CC1=CC(=C(C=C1)C(C)C)O
0,0,0,1,0,alcl3,butyramide,0.524,0.476,333,13.62,10.1016/j.molliq.2017.09.091,[Al](Cl)(Cl)Cl,CCCC(=O)N
0,0,1,0,0,bis(2-hydroxyethyl)dimethylammonium chloride,ethylene glycol,0.333,0.667,348.15,13.66,10.1016/j.molliq.2023.121216,C[N+](C)(CCO)CCO.[Cl-],C(CO)O
0,0,0,1,0,alcl3,propionamide,0.565,0.435,333,13.68,10.1016/j.molliq.2017.09.091,[Al](Cl)(Cl)Cl,CCC(=O)N
0,0,0,0,1,l-menthol,thymol,0.3,0.7,308.15,13.69,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O
0,0,1,0,0,choline chloride,ethylene glycol,0.292,0.583,318.15,13.7,10.1016/j.molliq.2016.10.115,C[N+](C)(C)CCO.[Cl-],C(CO)O
0,0,0,0,1,dl-menthol,dl-camphor,0.5,0.5,308.15,13.7,10.1016/j.foodchem.2021.131930,CC1CCC(C(C1)O)C(C)C,CC1(C2CCC1(C(=O)C2)C)C
0,0,0,0,1,l-lysine,dodecanoic acid,0.333,0.667,293.15,13.7,10.1016/j.jcou.2022.102217,C(CCN)CC(C(=O)O)N,CCCCCCCCCCCC(=O)O
0,0,1,0,1,choline chloride,urea,0.299,0.598,363.15,13.71,10.1021/je5001796,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
0,0,1,0,0,tetraethylammonium chloride,octanoic acid,0.25,0.75,323.15,13.71,10.1039/C6NJ03140D,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCC(=O)O
0,0,1,0,0,choline chloride,ethylene glycol,0.167,0.833,313.15,13.72,10.1021/acs.jced.0c00715,C[N+](C)(C)CCO.[Cl-],C(CO)O
0,0,1,0,0,choline chloride,ethylene glycol,0.17,0.83,313.15,13.72,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C(CO)O
0,0,0,0,1,l-menthol,thymol,0.5,0.5,313.15,13.75,http://pubs.acs.org/journal/acscii,CC1CCC(C(C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O
0,0,1,0,0,choline chloride,phenol,0.143,0.857,308.2,13.76,10.1021/je300997v,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
0,0,1,0,0,choline chloride,phenol,0.14,0.86,308.15,13.76,http://pubs.acs.org/journal/acscii,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
0,0,0,1,1,gadolinium nitrate,urea,0.127,0.833,353.15,13.78,10.1016/j.molliq.2022.119396,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Gd+3],C(=O)(N)N
0,0,0,1,0,alcl3,propionamide,0.6,0.4,333,13.8,10.1016/j.molliq.2017.09.091,[Al](Cl)(Cl)Cl,CCC(=O)N
0,0,0,0,1,alpha-terpineol,dl-camphor,0.5,0.5,308.15,13.8,10.1016/j.foodchem.2021.131930,CC1=CCC(CC1)C(C)(C)O,CC1(C2CCC1(C(=O)C2)C)C
0,0,1,0,0,choline chloride,phenol,0.143,0.857,308.15,13.8,10.1002/apj.1873,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)O
1,0,0,0,0,cucl2,"n-benzyl-n,n-dibutylbutan-1-aminium chloride",0.667,0.333,298,13.8,10.13140/RG.2.2.13424.10245,Cl[Cu]Cl,CCCC[N+](CCCC)(CCCC)CC1=CC=CC=C1.[Cl-]
0,0,1,0,0,ethylammonium chloride,4-methylphenol,0.25,0.75,333.15,13.8,10.1016/j.arabjc.2021.103512,CCN.Cl,CC1=CC=C(C=C1)O
0,0,0,0,1,l-menthol,phenol,0.8,0.2,313.15,13.8,10.1016/j.molliq.2023.121258,CC1CCC(C(C1)O)C(C)C,C1=CC=C(C=C1)O
0,0,0,0,1,l-menthol,phenylpropionic acid,0.8,0.2,313.15,13.82,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,C1=CC=C(C=C1)CCC(=O)O
0,0,0,1,0,alcl3,propionamide,0.63,0.37,333,13.83,10.1016/j.molliq.2017.09.091,[Al](Cl)(Cl)Cl,CCC(=O)N
0,0,0,0,1,l-menthol,capric acid,0.41,0.59,298.15,13.84,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,CCCCCCCCCC(=O)O
0,0,1,0,0,choline chloride,m-cresol,0.111,0.889,313.15,13.86,10.1016/j.molliq.2022.120420,C[N+](C)(C)CCO.[Cl-],CC1=CC(=CC=C1)O
0,0,1,0,0,tetraethylammonium chloride,acetic acid,0.25,0.75,333.15,13.86,10.1039/C6NJ03140D,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
0,0,0,1,0,alcl3,acetamide,0.524,0.476,353,13.87,10.1016/j.molliq.2017.09.091,[Al](Cl)(Cl)Cl,CC(=O)N
0,0,1,0,0,tetraethylammonium chloride,acetic acid,0.333,0.667,323.15,13.91,10.1039/C6NJ03140D,CC[N+](CC)(CC)CC.[Cl-],CC(=O)O
0,0,0,1,0,alcl3,propionamide,0.5,0.5,343,13.92,10.1016/j.molliq.2017.09.091,[Al](Cl)(Cl)Cl,CCC(=O)N
0,0,0,0,1,l-menthol,phenylbutyric acid,0.42,0.58,313.15,13.93,10.3390/MOLECULES26144208,CC1CCC(C(C1)O)C(C)C,C1=CC=C(C=C1)CCCC(=O)O
0,0,1,0,0,triethylmethylammonium chloride,ethylene glycol,0.333,0.667,323.15,13.94,10.1039/C6NJ03140D,CC[N+](C)(CC)CC.[Cl-],C(CO)O
0,0,1,0,1,choline chloride,glycerol,0.076,0.152,333.15,13.95,10.1016/j.jiec.2022.04.015,C[N+](C)(C)CCO.[Cl-],C(C(CO)O)O
0,0,1,0,1,choline chloride,urea,0.233,0.466,333.15,13.96,10.1021/je5001796,C[N+](C)(C)CCO.[Cl-],C(=O)(N)N
